"user_id","sex","age","region","bundle","num_sessions","avg_session","service","order_date","price","fuel","cinema","vkusvill","travel","restaurants","concerts","games","books","theater","sports","beauty","flowers","technology"
"77677","M","17","Ивановская область","No bundle","386","87","Игры","2022-09-24","14","0","0","0","0","0","0","1","0","0","0","0","0","0"
"8726","F","17","Москва","No bundle","812","76","Вкусвилл","2022-12-13","52","0","0","1","0","0","0","0","0","0","0","0","0","0"
"82414","M","15","Иркутская область","No bundle","723","92","Кино","2022-07-02","293","0","1","0","0","0","0","0","0","0","0","0","0","0"
"12520","M","16","Санкт-Петербург","No bundle","1013","73","Путешествия","2022-09-28","1108","0","0","0","1","0","0","0","0","0","0","0","0","0"
"13995","M","17","Краснодарский край","No bundle","1384","162","Путешествия","2022-11-15","3255","0","0","0","1","0","0","0","0","0","0","0","0","0"
"81564","F","16","Тверская область","No bundle","461","65","Спорт","2022-10-06","70","0","0","0","0","0","0","0","0","0","1","0","0","0"
"34715","M","17","Москва","No bundle","541","94","Топливо","2022-08-09","342","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1590","M","17","Республика Татарстан","No bundle","154","69","Кино","2022-03-25","40","0","1","0","0","0","0","0","0","0","0","0","0","0"
"89991","","17","Республика Татарстан","No bundle","351","62","Кино","2022-08-31","42","0","1","0","0","0","0","0","0","0","0","0","0","0"
"80017","M","17","Омская область","No bundle","1245","69","Кино","2022-08-27","103","0","1","0","0","0","0","0","0","0","0","0","0","0"
"78600","M","17","Челябинская область","No bundle","295","110","Топливо","2022-11-18","117","1","0","0","0","0","0","0","0","0","0","0","0","0"
"79902","M","15","Санкт-Петербург","Tinkoff Premium","1263","111","Путешествия","2022-07-12","1432","0","0","0","1","0","0","0","0","0","0","0","0","0"
"326","F","15","Москва","No bundle","523","96","Кино","2022-08-16","188","0","1","0","0","0","0","0","0","0","0","0","0","0"
"3342","M","17","Республика Татарстан","Tinkoff Pro","1037","77","Топливо","2022-06-09","352","1","0","0","0","0","0","0","0","0","0","0","0","0"
"63175","M","17","Республика Калмыкия","No bundle","744","88","Путешествия","2022-12-02","4551","0","0","0","1","0","0","0","0","0","0","0","0","0"
"48418","","17","Владимирская область","No bundle","1281","38","Путешествия","2022-12-29","675","0","0","0","1","0","0","0","0","0","0","0","0","0"
"61538","M","17","Ленинградская область","No bundle","219","156","Кино","2022-12-28","66","0","1","0","0","0","0","0","0","0","0","0","0","0"
"4285","M","17","Приморский край","No bundle","445","89","Цветы","2022-06-10","772","0","0","0","0","0","0","0","0","0","0","0","1","0"
"26210","M","17","Нижегородская область","No bundle","779","74","Топливо","2022-06-04","110","1","0","0","0","0","0","0","0","0","0","0","0","0"
"16360","M","17","foreign","No bundle","692","111","Путешествия","2022-10-06","1350","0","0","0","1","0","0","0","0","0","0","0","0","0"
"10546","M","17","Москва","No bundle","268","42","Концерты","2022-12-08","422","0","0","0","0","0","1","0","0","0","0","0","0","0"
"94999","M","15","Санкт-Петербург","No bundle","705","58","Кино","2022-12-27","40","0","1","0","0","0","0","0","0","0","0","0","0","0"
"3960","M","17","Липецкая область","No bundle","624","56","Кино","2022-01-03","183","0","1","0","0","0","0","0","0","0","0","0","0","0"
"47754","M","16","Республика Крым","Tinkoff Premium","895","94","Топливо","2022-09-26","928","1","0","0","0","0","0","0","0","0","0","0","0","0"
"67747","M","16","Красноярский край","No bundle","864","72","Кино","2022-07-02","82","0","1","0","0","0","0","0","0","0","0","0","0","0"
"42718","F","15","Забайкальский край","No bundle","87","73","Кино","2022-11-03","70","0","1","0","0","0","0","0","0","0","0","0","0","0"
"42544","M","15","Воронежская область","No bundle","614","29","Кино","2022-01-02","246","0","1","0","0","0","0","0","0","0","0","0","0","0"
"98537","M","17","Ростовская область","No bundle","700","60","Кино","2022-10-09","282","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6732","M","17","Москва","Tinkoff Premium","1747","74","Кино","2022-03-30","80","0","1","0","0","0","0","0","0","0","0","0","0","0"
"77044","M","17","Московская область","No bundle","2483","116","Путешествия","2022-10-13","1284","0","0","0","1","0","0","0","0","0","0","0","0","0"
"8789","M","17","Республика Башкортостан","No bundle","180","116","Кино","2022-01-04","207","0","1","0","0","0","0","0","0","0","0","0","0","0"
"92312","M","17","Кемеровская область","No bundle","376","129","Игры","2022-06-19","42","0","0","0","0","0","0","1","0","0","0","0","0","0"
"37001","","17","Иркутская область","No bundle","375","44","Топливо","2022-12-23","117","1","0","0","0","0","0","0","0","0","0","0","0","0"
"67192","M","16","Иркутская область","No bundle","817","51","Топливо","2022-09-09","47","1","0","0","0","0","0","0","0","0","0","0","0","0"
"62642","F","15","Новосибирская область","Tinkoff Premium","818","77","Кино","2022-02-25","106","0","1","0","0","0","0","0","0","0","0","0","0","0"
"92967","M","16","Москва","No bundle","1547","80","Вкусвилл","2022-12-20","39","0","0","1","0","0","0","0","0","0","0","0","0","0"
"17151","M","16","Москва","No bundle","507","103","Путешествия","2022-07-30","1427","0","0","0","1","0","0","0","0","0","0","0","0","0"
"59000","M","17","Забайкальский край","Tinkoff Premium","1033","94","Кино","2022-09-11","141","0","1","0","0","0","0","0","0","0","0","0","0","0"
"61362","M","17","Свердловская область","Tinkoff Premium","972","80","Путешествия","2022-04-08","3734","0","0","0","1","0","0","0","0","0","0","0","0","0"
"4206","F","14","Тверская область","No bundle","41","251","Кино","2022-02-17","117","0","1","0","0","0","0","0","0","0","0","0","0","0"
"41385","F","17","Нижегородская область","No bundle","503","40","Кино","2022-07-29","146","0","1","0","0","0","0","0","0","0","0","0","0","0"
"94008","M","17","Воронежская область","No bundle","371","191","Кино","2022-03-04","127","0","1","0","0","0","0","0","0","0","0","0","0","0"
"32737","M","14","Пензенская область","No bundle","","","Кино","2022-01-02","150","0","1","0","0","0","0","0","0","0","0","0","0","0"
"53940","M","17","Ростовская область","No bundle","449","102","Топливо","2022-05-24","122","1","0","0","0","0","0","0","0","0","0","0","0","0"
"10567","F","17","Москва","No bundle","1144","72","Концерты","2022-09-30","892","0","0","0","0","0","1","0","0","0","0","0","0","0"
"28821","F","17","Тюменская область","No bundle","554","116","Топливо","2022-05-07","218","1","0","0","0","0","0","0","0","0","0","0","0","0"
"71553","M","17","Москва","No bundle","319","94","Путешествия","2022-11-10","4102","0","0","0","1","0","0","0","0","0","0","0","0","0"
"21294","M","16","Москва","No bundle","1078","74","Цветы","2022-11-30","584","0","0","0","0","0","0","0","0","0","0","0","1","0"
"86947","M","17","Пермский край","No bundle","962","186","Топливо","2022-11-21","235","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1959","M","16","Москва","No bundle","214","80","Спорт","2022-09-23","352","0","0","0","0","0","0","0","0","0","1","0","0","0"
"52573","M","16","Московская область","Tinkoff Pro","1155","59","Вкусвилл","2022-11-27","46","0","0","1","0","0","0","0","0","0","0","0","0","0"
"48181","F","17","Мурманская область","No bundle","973","55","Путешествия","2022-05-31","3373","0","0","0","1","0","0","0","0","0","0","0","0","0"
"8043","M","17","Брянская область","Tinkoff Pro","1429","79","Топливо","2022-09-29","70","1","0","0","0","0","0","0","0","0","0","0","0","0"
"92705","M","17","Республика Татарстан","No bundle","146","55","Путешествия","2022-10-28","210","0","0","0","1","0","0","0","0","0","0","0","0","0"
"5746","M","17","Московская область","Tinkoff Pro","2011","92","Кино","2022-11-30","49","0","1","0","0","0","0","0","0","0","0","0","0","0"
"3266","M","17","Тюменская область","No bundle","2091","71","Топливо","2022-12-27","118","1","0","0","0","0","0","0","0","0","0","0","0","0"
"24214","F","14","Ханты-Мансийский автономный округ","No bundle","7","11","Кино","2022-01-08","141","0","1","0","0","0","0","0","0","0","0","0","0","0"
"66147","F","16","Москва","No bundle","724","30","Путешествия","2022-06-05","19046","0","0","0","1","0","0","0","0","0","0","0","0","0"
"20215","M","16","Красноярский край","Tinkoff Premium","1467","65","Топливо","2022-12-30","235","1","0","0","0","0","0","0","0","0","0","0","0","0"
"20215","M","16","Красноярский край","Tinkoff Premium","1467","65","Топливо","2022-11-14","32","1","0","0","0","0","0","0","0","0","0","0","0","0"
"50421","M","16","Свердловская область","Tinkoff Pro","831","86","Топливо","2022-12-22","329","1","0","0","0","0","0","0","0","0","0","0","0","0"
"27185","M","17","Челябинская область","No bundle","902","61","Путешествия","2022-12-14","3300","0","0","0","1","0","0","0","0","0","0","0","0","0"
"70456","M","17","Московская область","No bundle","1983","189","Кино","2022-10-01","96","0","1","0","0","0","0","0","0","0","0","0","0","0"
"50501","F","16","Тверская область","No bundle","37","50","Кино","2022-08-25","446","0","1","0","0","0","0","0","0","0","0","0","0","0"
"30912","F","17","Республика Башкортостан","No bundle","305","77","Путешествия","2022-09-09","1260","0","0","0","1","0","0","0","0","0","0","0","0","0"
"26363","M","16","Приморский край","Tinkoff Premium","395","71","Путешествия","2022-03-18","5159","0","0","0","1","0","0","0","0","0","0","0","0","0"
"32320","M","15","Воронежская область","No bundle","464","123","Путешествия","2022-09-30","4694","0","0","0","1","0","0","0","0","0","0","0","0","0"
"8086","M","17","Ханты-Мансийский автономный округ","No bundle","771","71","Путешествия","2022-02-20","4451","0","0","0","1","0","0","0","0","0","0","0","0","0"
"95699","M","15","Республика Саха (Якутия)","Tinkoff Pro","1388","155","Топливо","2022-12-30","678","1","0","0","0","0","0","0","0","0","0","0","0","0"
"51951","F","16","Республика Татарстан","Tinkoff Pro","491","75","Кино","2022-01-04","225","0","1","0","0","0","0","0","0","0","0","0","0","0"
"9544","M","17","Московская область","No bundle","1270","58","Концерты","2022-04-21","1173","0","0","0","0","0","1","0","0","0","0","0","0","0"
"43953","F","16","Оренбургская область","No bundle","249","78","Кино","2022-01-03","63","0","1","0","0","0","0","0","0","0","0","0","0","0"
"5982","M","17","foreign","Tinkoff Premium","985","61","Кино","2022-11-13","183","0","1","0","0","0","0","0","0","0","0","0","0","0"
"93436","F","14","Архангельская область","No bundle","17","133","Концерты","2022-10-01","70","0","0","0","0","0","1","0","0","0","0","0","0","0"
"89975","M","17","Ростовская область","No bundle","305","121","Топливо","2022-05-21","47","1","0","0","0","0","0","0","0","0","0","0","0","0"
"87000","F","16","Москва","No bundle","284","84","Кино","2022-12-16","77","0","1","0","0","0","0","0","0","0","0","0","0","0"
"77560","M","15","Воронежская область","No bundle","1889","106","Топливо","2022-12-07","375","1","0","0","0","0","0","0","0","0","0","0","0","0"
"57765","F","17","Республика Башкортостан","No bundle","176","120","Путешествия","2022-12-18","698","0","0","0","1","0","0","0","0","0","0","0","0","0"
"61400","M","15","Московская область","Tinkoff Pro","998","89","Путешествия","2022-08-14","3272","0","0","0","1","0","0","0","0","0","0","0","0","0"
"90352","M","17","Новосибирская область","No bundle","296","139","Топливо","2022-11-19","200","1","0","0","0","0","0","0","0","0","0","0","0","0"
"60344","M","16","Воронежская область","No bundle","118","118","Топливо","2022-09-25","399","1","0","0","0","0","0","0","0","0","0","0","0","0"
"43684","M","17","Московская область","No bundle","602","54","Кино","2022-09-29","178","0","1","0","0","0","0","0","0","0","0","0","0","0"
"81818","M","17","Санкт-Петербург","No bundle","536","85","Кино","2022-03-29","380","0","1","0","0","0","0","0","0","0","0","0","0","0"
"15068","F","17","Санкт-Петербург","No bundle","215","97","Путешествия","2022-11-16","346","0","0","0","1","0","0","0","0","0","0","0","0","0"
"40900","M","17","Ханты-Мансийский автономный округ","No bundle","749","71","Топливо","2022-11-20","188","1","0","0","0","0","0","0","0","0","0","0","0","0"
"23101","M","17","Республика Башкортостан","No bundle","716","77","Путешествия","2022-11-29","839","0","0","0","1","0","0","0","0","0","0","0","0","0"
"8385","M","16","Москва","Tinkoff Pro","183","226","Топливо","2022-05-22","469","1","0","0","0","0","0","0","0","0","0","0","0","0"
"8385","M","16","Москва","No bundle","183","226","Топливо","2022-06-17","258","1","0","0","0","0","0","0","0","0","0","0","0","0"
"4631","M","17","Московская область","No bundle","855","89","Кино","2022-08-15","117","0","1","0","0","0","0","0","0","0","0","0","0","0"
"95034","M","17","Ставропольский край","No bundle","978","68","Кино","2022-01-15","282","0","1","0","0","0","0","0","0","0","0","0","0","0"
"13067","F","15","Санкт-Петербург","No bundle","74","29","Кино","2022-04-09","178","0","1","0","0","0","0","0","0","0","0","0","0","0"
"21764","M","17","Московская область","No bundle","783","79","Кино","2022-04-01","141","0","1","0","0","0","0","0","0","0","0","0","0","0"
"79593","M","16","Республика Саха (Якутия)","No bundle","1347","83","Кино","2022-08-28","197","0","1","0","0","0","0","0","0","0","0","0","0","0"
"14884","M","17","Челябинская область","No bundle","344","53","Топливо","2022-07-13","70","1","0","0","0","0","0","0","0","0","0","0","0","0"
"72801","","17","Московская область","No bundle","714","73","Вкусвилл","2022-11-30","71","0","0","1","0","0","0","0","0","0","0","0","0","0"
"64346","M","16","Астраханская область","No bundle","465","91","Вкусвилл","2022-12-20","263","0","0","1","0","0","0","0","0","0","0","0","0","0"
"26480","M","16","Республика Башкортостан","No bundle","1021","141","Кино","2022-07-27","282","0","1","0","0","0","0","0","0","0","0","0","0","0"
"21062","F","17","Республика Татарстан","No bundle","371","56","Кино","2022-09-24","61","0","1","0","0","0","0","0","0","0","0","0","0","0"
"97679","M","17","Оренбургская область","No bundle","1523","82","Кино","2022-09-09","183","0","1","0","0","0","0","0","0","0","0","0","0","0"
"74919","M","16","Москва","Tinkoff Premium","1501","87","Путешествия","2022-12-01","4325","0","0","0","1","0","0","0","0","0","0","0","0","0"
"5504","M","16","Омская область","No bundle","501","75","Топливо","2022-12-28","82","1","0","0","0","0","0","0","0","0","0","0","0","0"
"29646","M","16","Москва","No bundle","1050","72","Кино","2022-02-18","68","0","1","0","0","0","0","0","0","0","0","0","0","0"
"33482","M","15","Москва","No bundle","431","65","Кино","2022-02-15","77","0","1","0","0","0","0","0","0","0","0","0","0","0"
"63923","M","15","Москва","No bundle","886","83","Топливо","2022-12-24","704","1","0","0","0","0","0","0","0","0","0","0","0","0"
"85662","F","15","Санкт-Петербург","No bundle","212","61","Концерты","2022-08-10","469","0","0","0","0","0","1","0","0","0","0","0","0","0"
"38060","F","17","Санкт-Петербург","No bundle","465","86","Путешествия","2022-07-21","2444","0","0","0","1","0","0","0","0","0","0","0","0","0"
"8273","M","16","Московская область","No bundle","370","61","Кино","2022-01-25","80","0","1","0","0","0","0","0","0","0","0","0","0","0"
"31575","M","17","Санкт-Петербург","No bundle","987","78","Спорт","2022-09-17","1108","0","0","0","0","0","0","0","0","0","1","0","0","0"
"31","M","17","Краснодарский край","No bundle","763","96","Кино","2022-04-22","136","0","1","0","0","0","0","0","0","0","0","0","0","0"
"37001","","17","Иркутская область","No bundle","375","44","Топливо","2022-12-20","117","1","0","0","0","0","0","0","0","0","0","0","0","0"
"88968","M","14","Ростовская область","No bundle","498","70","Концерты","2022-10-27","1056","0","0","0","0","0","1","0","0","0","0","0","0","0"
"30336","M","17","Амурская область","No bundle","436","164","Кино","2022-02-25","59","0","1","0","0","0","0","0","0","0","0","0","0","0"
"56885","F","14","Брянская область","No bundle","24","97","Кино","2022-01-15","103","0","1","0","0","0","0","0","0","0","0","0","0","0"
"84183","M","14","Красноярский край","No bundle","400","60","Игры","2022-11-11","3","0","0","0","0","0","0","1","0","0","0","0","0","0"
"6338","M","16","Москва","No bundle","1124","89","Кино","2022-07-18","70","0","1","0","0","0","0","0","0","0","0","0","0","0"
"77950","M","14","Санкт-Петербург","Tinkoff Pro","845","137","Кино","2022-11-02","155","0","1","0","0","0","0","0","0","0","0","0","0","0"
"95998","M","16","Красноярский край","No bundle","2198","63","Топливо","2022-12-07","155","1","0","0","0","0","0","0","0","0","0","0","0","0"
"53828","M","16","Свердловская область","No bundle","767","101","Игры","2022-06-29","73","0","0","0","0","0","0","1","0","0","0","0","0","0"
"95998","M","16","Красноярский край","No bundle","2198","63","Топливо","2022-10-27","282","1","0","0","0","0","0","0","0","0","0","0","0","0"
"71582","M","17","Тверская область","Tinkoff Pro","240","75","Кино","2022-01-22","192","0","1","0","0","0","0","0","0","0","0","0","0","0"
"17450","","17","Санкт-Петербург","No bundle","1774","52","Кино","2022-09-01","150","0","1","0","0","0","0","0","0","0","0","0","0","0"
"17450","","17","Санкт-Петербург","No bundle","1774","52","Кино","2022-05-17","70","0","1","0","0","0","0","0","0","0","0","0","0","0"
"84088","M","14","Московская область","No bundle","12","178","Кино","2022-02-26","127","0","1","0","0","0","0","0","0","0","0","0","0","0"
"94008","M","17","Воронежская область","No bundle","371","191","Кино","2022-01-24","70","0","1","0","0","0","0","0","0","0","0","0","0","0"
"76588","F","16","Московская область","No bundle","303","61","Книги","2022-08-08","68","0","0","0","0","0","0","0","1","0","0","0","0","0"
"42022","M","17","foreign","No bundle","559","47","Кино","2022-07-05","188","0","1","0","0","0","0","0","0","0","0","0","0","0"
"56652","F","14","Москва","No bundle","51","87","Кино","2022-12-24","481","0","1","0","0","0","0","0","0","0","0","0","0","0"
"28064","F","14","Ростовская область","No bundle","15","68","Кино","2022-03-12","73","0","1","0","0","0","0","0","0","0","0","0","0","0"
"9192","M","17","foreign","No bundle","1206","88","Путешествия","2022-11-30","4153","0","0","0","1","0","0","0","0","0","0","0","0","0"
"60487","M","14","Москва","No bundle","145","106","Путешествия","2022-09-14","3254","0","0","0","1","0","0","0","0","0","0","0","0","0"
"23360","F","17","Москва","No bundle","743","66","Топливо","2022-12-28","70","1","0","0","0","0","0","0","0","0","0","0","0","0"
"51705","M","16","Ленинградская область","No bundle","151","32","Кино","2022-11-03","174","0","1","0","0","0","0","0","0","0","0","0","0","0"
"53239","M","17","Московская область","Tinkoff Pro","222","88","Путешествия","2022-06-12","1643","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1214","F","16","Кировская область","No bundle","1051","100","Топливо","2022-12-30","94","1","0","0","0","0","0","0","0","0","0","0","0","0"
"28569","M","15","Свердловская область","No bundle","523","85","Путешествия","2022-06-08","2112","0","0","0","1","0","0","0","0","0","0","0","0","0"
"11659","M","14","Москва","No bundle","49","160","Кино","2022-01-06","131","0","1","0","0","0","0","0","0","0","0","0","0","0"
"60668","M","14","Московская область","No bundle","27","56","Кино","2022-08-25","115","0","1","0","0","0","0","0","0","0","0","0","0","0"
"8043","M","17","Брянская область","Tinkoff Pro","1429","79","Топливо","2022-11-13","35","1","0","0","0","0","0","0","0","0","0","0","0","0"
"67129","F","15","Курская область","No bundle","717","62","Кино","2022-01-05","164","0","1","0","0","0","0","0","0","0","0","0","0","0"
"11136","F","17","Республика Башкортостан","No bundle","1224","59","Кино","2022-01-09","120","0","1","0","0","0","0","0","0","0","0","0","0","0"
"47461","M","17","Москва","No bundle","120","81","Кино","2022-10-22","235","0","1","0","0","0","0","0","0","0","0","0","0","0"
"70456","M","17","Московская область","No bundle","1983","189","Кино","2022-07-11","117","0","1","0","0","0","0","0","0","0","0","0","0","0"
"39447","M","15","Краснодарский край","No bundle","337","68","Книги","2022-11-28","42","0","0","0","0","0","0","0","1","0","0","0","0","0"
"18765","F","16","Тюменская область","No bundle","1210","39","Топливо","2022-10-22","164","1","0","0","0","0","0","0","0","0","0","0","0","0"
"88890","M","15","Санкт-Петербург","No bundle","729","72","Кино","2022-10-28","176","0","1","0","0","0","0","0","0","0","0","0","0","0"
"41002","M","15","Самарская область","No bundle","1165","70","Путешествия","2022-12-02","4485","0","0","0","1","0","0","0","0","0","0","0","0","0"
"57748","F","14","Москва","No bundle","107","65","Кино","2022-03-29","47","0","1","0","0","0","0","0","0","0","0","0","0","0"
"81735","F","17","Республика Башкортостан","No bundle","320","81","Кино","2022-06-06","61","0","1","0","0","0","0","0","0","0","0","0","0","0"
"85112","M","17","Курская область","No bundle","229","94","Кино","2022-03-11","84","0","1","0","0","0","0","0","0","0","0","0","0","0"
"36601","M","15","Москва","Tinkoff Pro","426","63","Кино","2022-02-11","798","0","1","0","0","0","0","0","0","0","0","0","0","0"
"83544","M","15","Тульская область","No bundle","430","63","Путешествия","2022-07-07","1173","0","0","0","1","0","0","0","0","0","0","0","0","0"
"54950","M","16","Ханты-Мансийский автономный округ","No bundle","503","82","Книги","2022-08-28","37","0","0","0","0","0","0","0","1","0","0","0","0","0"
"97333","M","16","Москва","No bundle","494","87","Кино","2022-03-02","141","0","1","0","0","0","0","0","0","0","0","0","0","0"
"93093","M","16","Республика Башкортостан","No bundle","953","69","Кино","2022-07-25","40","0","1","0","0","0","0","0","0","0","0","0","0","0"
"44287","M","17","Москва","Tinkoff Premium","2273","82","Путешествия","2022-09-13","10482","0","0","0","1","0","0","0","0","0","0","0","0","0"
"3184","M","14","Санкт-Петербург","No bundle","25","75","Кино","2022-02-25","66","0","1","0","0","0","0","0","0","0","0","0","0","0"
"97674","M","17","Свердловская область","No bundle","618","97","Кино","2022-02-11","40","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22222","M","15","Санкт-Петербург","No bundle","1320","36","Кино","2022-02-20","155","0","1","0","0","0","0","0","0","0","0","0","0","0"
"13152","M","17","Санкт-Петербург","Tinkoff Pro","1143","59","Путешествия","2022-04-03","1971","0","0","0","1","0","0","0","0","0","0","0","0","0"
"39189","F","16","Республика Алтай","No bundle","497","94","Кино","2022-10-13","103","0","1","0","0","0","0","0","0","0","0","0","0","0"
"21442","M","15","Самарская область","No bundle","1056","76","Кино","2022-11-04","52","0","1","0","0","0","0","0","0","0","0","0","0","0"
"77468","M","17","Ханты-Мансийский автономный округ","No bundle","741","151","Кино","2022-02-23","164","0","1","0","0","0","0","0","0","0","0","0","0","0"
"90313","M","17","Республика Марий Эл","No bundle","835","63","Топливо","2022-09-23","21","1","0","0","0","0","0","0","0","0","0","0","0","0"
"27945","M","17","Пермский край","No bundle","1175","66","Кино","2022-01-10","80","0","1","0","0","0","0","0","0","0","0","0","0","0"
"36277","M","17","Волгоградская область","Tinkoff Pro","482","76","Кино","2022-08-15","103","0","1","0","0","0","0","0","0","0","0","0","0","0"
"9045","M","17","Москва","No bundle","923","72","Кино","2022-01-29","221","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6759","M","17","Московская область","No bundle","1028","72","Путешествия","2022-04-15","7886","0","0","0","1","0","0","0","0","0","0","0","0","0"
"7633","M","16","Оренбургская область","Tinkoff Pro","1896","59","Путешествия","2022-06-04","3530","0","0","0","1","0","0","0","0","0","0","0","0","0"
"20201","M","15","Московская область","No bundle","523","89","Кино","2022-09-03","164","0","1","0","0","0","0","0","0","0","0","0","0","0"
"88447","M","17","Иркутская область","No bundle","499","72","Кино","2022-03-06","117","0","1","0","0","0","0","0","0","0","0","0","0","0"
"68980","F","17","Калининградская область","No bundle","818","88","Путешествия","2022-09-03","1337","0","0","0","1","0","0","0","0","0","0","0","0","0"
"68980","F","17","Калининградская область","No bundle","818","88","Топливо","2022-06-02","235","1","0","0","0","0","0","0","0","0","0","0","0","0"
"67123","F","15","Тульская область","Tinkoff Pro","690","56","Вкусвилл","2022-12-21","37","0","0","1","0","0","0","0","0","0","0","0","0","0"
"75659","M","16","Москва","No bundle","968","67","Кино","2022-11-11","117","0","1","0","0","0","0","0","0","0","0","0","0","0"
"32075","M","17","Республика Башкортостан","No bundle","553","76","Кино","2022-02-14","136","0","1","0","0","0","0","0","0","0","0","0","0","0"
"4401","M","17","Республика Башкортостан","No bundle","325","55","Кино","2022-07-19","80","0","1","0","0","0","0","0","0","0","0","0","0","0"
"68529","M","17","Краснодарский край","Tinkoff Pro","1289","76","Книги","2022-10-17","94","0","0","0","0","0","0","0","1","0","0","0","0","0"
"92000","M","17","Тверская область","No bundle","428","60","Кино","2022-02-19","150","0","1","0","0","0","0","0","0","0","0","0","0","0"
"90660","M","17","Чувашская республика","No bundle","918","96","Кино","2022-02-04","89","0","1","0","0","0","0","0","0","0","0","0","0","0"
"72801","","17","Московская область","No bundle","714","73","Вкусвилл","2022-12-23","82","0","0","1","0","0","0","0","0","0","0","0","0","0"
"44959","F","16","foreign","No bundle","1350","113","Путешествия","2022-09-11","1097","0","0","0","1","0","0","0","0","0","0","0","0","0"
"67227","M","17","Иркутская область","No bundle","639","104","Топливо","2022-06-04","59","1","0","0","0","0","0","0","0","0","0","0","0","0"
"22605","F","17","Ханты-Мансийский автономный округ","No bundle","816","69","Топливо","2022-08-16","188","1","0","0","0","0","0","0","0","0","0","0","0","0"
"96590","M","15","Республика Крым","Tinkoff Pro","2051","72","Кино","2022-02-06","272","0","1","0","0","0","0","0","0","0","0","0","0","0"
"66707","M","17","Москва","No bundle","169","469","Кино","2022-02-22","94","0","1","0","0","0","0","0","0","0","0","0","0","0"
"83953","F","15","Санкт-Петербург","No bundle","444","150","Кино","2022-08-24","38","0","1","0","0","0","0","0","0","0","0","0","0","0"
"45229","M","17","Москва","No bundle","504","88","Кино","2022-12-29","164","0","1","0","0","0","0","0","0","0","0","0","0","0"
"82084","M","17","Московская область","No bundle","2488","89","Путешествия","2022-11-05","5140","0","0","0","1","0","0","0","0","0","0","0","0","0"
"49026","M","15","Московская область","No bundle","222","64","Кино","2022-07-26","141","0","1","0","0","0","0","0","0","0","0","0","0","0"
"96533","M","16","Москва","No bundle","596","58","Кино","2022-02-25","2347","0","1","0","0","0","0","0","0","0","0","0","0","0"
"23109","F","17","Республика Марий Эл","No bundle","842","59","Топливо","2022-12-27","117","1","0","0","0","0","0","0","0","0","0","0","0","0"
"7422","M","17","Красноярский край","No bundle","1296","52","Кино","2022-01-18","291","0","1","0","0","0","0","0","0","0","0","0","0","0"
"47518","M","16","Москва","No bundle","36","94","Кино","2022-02-19","303","0","1","0","0","0","0","0","0","0","0","0","0","0"
"14806","F","17","Тюменская область","Tinkoff Pro","954","56","Кино","2022-03-27","117","0","1","0","0","0","0","0","0","0","0","0","0","0"
"96950","F","16","Волгоградская область","No bundle","882","55","Концерты","2022-04-23","305","0","0","0","0","0","1","0","0","0","0","0","0","0"
"25890","M","17","Москва","No bundle","592","129","Путешествия","2022-09-29","1522","0","0","0","1","0","0","0","0","0","0","0","0","0"
"61070","M","17","Московская область","No bundle","880","137","Кино","2022-10-10","150","0","1","0","0","0","0","0","0","0","0","0","0","0"
"93061","F","16","Ростовская область","No bundle","91","124","Книги","2022-12-13","23","0","0","0","0","0","0","0","1","0","0","0","0","0"
"19303","M","17","Свердловская область","Tinkoff Premium","1188","72","Кино","2022-07-07","150","0","1","0","0","0","0","0","0","0","0","0","0","0"
"58176","M","17","Ярославская область","No bundle","1479","104","Топливо","2022-09-06","117","1","0","0","0","0","0","0","0","0","0","0","0","0"
"39594","M","17","Кемеровская область","No bundle","3272","43","Путешествия","2022-05-13","2182","0","0","0","1","0","0","0","0","0","0","0","0","0"
"92346","F","15","Республика Бурятия","No bundle","1097","66","Путешествия","2022-09-02","10936","0","0","0","1","0","0","0","0","0","0","0","0","0"
"35120","M","17","Забайкальский край","No bundle","1098","95","Книги","2022-08-27","73","0","0","0","0","0","0","0","1","0","0","0","0","0"
"16266","M","17","Московская область","No bundle","237","62","Кино","2022-01-07","89","0","1","0","0","0","0","0","0","0","0","0","0","0"
"14258","M","17","Республика Калмыкия","No bundle","997","130","Топливо","2022-12-30","352","1","0","0","0","0","0","0","0","0","0","0","0","0"
"68708","M","17","Воронежская область","Tinkoff Pro","1395","83","Цветы","2022-10-12","352","0","0","0","0","0","0","0","0","0","0","0","1","0"
"90345","M","14","Краснодарский край","No bundle","293","151","Путешествия","2022-07-04","48234","0","0","0","1","0","0","0","0","0","0","0","0","0"
"83895","F","17","Московская область","No bundle","358","64","Топливо","2022-10-30","95","1","0","0","0","0","0","0","0","0","0","0","0","0"
"80294","","16","Тюменская область","No bundle","236","126","Топливо","2022-06-24","33","1","0","0","0","0","0","0","0","0","0","0","0","0"
"33085","M","17","Новосибирская область","No bundle","2449","62","Кино","2022-12-03","122","0","1","0","0","0","0","0","0","0","0","0","0","0"
